"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT08"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-01-01","10.07",,"0.00","0.0","0.0","50","56","42","  300","  330","18.1","23.0","    1","    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-01-02","6.49",,"0.02","0.0","0.0","46","55","39","  190","  190","12.1","14.1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-01-03","5.82",,"0.36","0.0","0.0","48","50","46","  230","  190","13.0","16.1","    1","    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-01-04","6.49",,"0.01","0.0","0.0","51","61","45","  200","  250","13.0","15.0","    1","    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-01-05","6.26",,"0.05","0.0","0.0","49","51","45","  350","  350","12.1","14.1","    1","    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-01-06","8.05",,"0.25","0.0","0.0","44","47","39","  300","  290","17.0","23.0","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-01-07","12.08",,"0.00","0.0","0.0","41","47","36","  330","  300","19.9","23.9",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-01-08","9.17",,"0.00","0.0","0.0","37","41","32","  350","  350","17.0","19.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-01-09","9.84",,"0.02","0.0","0.0","40","46","37","  300","  310","18.1","23.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-01-10","9.62",,"0.00","0.0","0.0","39","41","35","  310","  320","18.1","21.9",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-01-11","7.83",,"0.00","0.0","0.0","38","40","32","   50","   60","14.1","17.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-01-12","11.86",,"0.27","0.0","0.0","42","53","36","  180","  180","29.1","38.9","    1",,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-01-13","19.01",,"0.03","0.0","0.0","49","52","38","  180","  180","31.1","38.9","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-01-14","22.59",,"0.00","0.0","0.0","35","38","30","  350","  340","32.0","40.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-01-15","23.04",,"0.00","0.0","0.0","33","39","29","  350","  360","30.0","38.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-01-16","16.55",,"0.00","0.0","0.0","36","48","29","  330","  330","25.9","33.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-01-17","7.16",,"0.00","0.0","0.0","39","45","31","  220","  230","15.0","19.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-01-18","14.32",,"0.00","0.0","0.0","46","56","37","  320","  320","25.9","32.0","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-01-19","9.17",,"0.96","0.0","0.0","42","45","37","  320","  320","25.1","32.0","    1",,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-01-20","14.76",,"0.00","0.0","0.0","44","50","39","  270","  270","25.9","33.1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-01-21","11.41",,"0.00","0.0","0.0","40","43","36","  310","  320","23.0","28.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-01-22","8.28",,"0.47","0.0","0.0","38","40","36","   20","   30","15.0","19.0","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-01-23","17.22",,"0.24","0.0","0.0","38","39","35","  310","  310","33.1","38.9","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-01-24","16.11",,"0.00","0.0","0.0","39","48","35","  300","  310","25.9","34.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-01-25","12.30",,"0.97","0.0","0.0","38","52","31","  110","  120","29.1","38.9","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-01-26","21.47",,"0.23","0.0","0.0","46","52","40","  260","  260","33.1","42.9","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-01-27","11.86",,"0.00","0.0","0.0","39","43","32","  260","  250","21.0","25.9",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-01-28","12.97",,"0.00","0.0","0.0","41","53","33","  210","  200","23.9","28.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-01-29","10.29",,"0.00","0.0","0.0","43","47","35","  190","  200","21.0","23.9",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-01-30","6.04",,"0.00","0.0","0.0","44","52","36","  250","  250","10.1","13.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-01-31","10.29",,"0.03","0.0","0.0","39","45","31","  350","  350","21.0","25.9","    1",,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-02-01","10.51",,"0.02","0.2","0.0","32","38","26","   30","  320","16.1","19.0","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-02-02","10.29",,"0.00","0.0","0.0","32","39","24","  230","  220","23.0","28.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-02-03","25.72",,"0.00","0.0","0.0","29","35","11","  310","  310","42.9","51.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-02-04","17.00",,"0.00","0.0","0.0","12","27","4","  320","  320","36.9","49.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-02-05","12.30",,"0.00","0.0","0.0","33","44","27","  210","  210","25.1","32.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-02-06","12.97",,"0.00","0.0","0.0","42","53","32","  330","  360","31.1","40.9",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-02-07","10.07",,"0.02","0.0","0.0","35","41","28","  180","  180","19.9","23.9",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-02-08","11.41",,"0.01","0.0","0.0","43","54","34","  330","  310","25.9","33.1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-02-09","8.05",,"0.00","0.0","0.0","42","50","30","  170","  180","23.0","28.0","    1",,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-02-10","15.66",,"0.00","0.0","0.0","52","60","41","  290","  270","29.1","36.9","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-02-11","13.65",,"0.00","0.0","0.0","43","47","35","  310","  310","28.0","38.9",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-02-12","6.26",,"0.04","0.0","0.0","39","45","31","   20","   10","19.9","23.9",,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-02-13","13.87",,"0.00","0.0","0.0","44","56","38","  250","  250","21.9","25.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-02-14","14.32",,"0.00","0.0","0.0","47","53","41","  310","  320","29.1","35.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-02-15","13.42",,"0.00","0.0","0.0","47","55","41","  170","  170","25.9","32.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-02-16","5.82",,"0.08","0.0","0.0","51","64","43","  200","  210","15.0","18.1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-02-17","17.22",,"0.37","0.0","0.0","50","56","31","  320","  330","33.1","40.9","    1","    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-02-18","15.43",,"0.00","0.0","0.0","34","42","28","  330","  340","33.1","42.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-02-19","12.53",,"0.00","0.0","0.0","40","46","32","  170","  160","28.0","32.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-02-20","8.28",,"0.00","0.0","0.0","47","61","40","  270","  270","19.9","27.1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-02-21","10.07",,"0.19","0.0","0.0","43","49","36","  360","   10","21.0","25.1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-02-22","8.05",,"0.17","0.0","0.0","40","44","35","   60","   70","15.0","19.0","    1",,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-02-23","8.72",,"0.03","0.0","0.0","39","44","38","  200","  200","21.0","25.9","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-02-24","18.57",,"0.00","0.0","0.0","42","48","25","  310","  310","38.9","47.0","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-02-25","6.93",,"0.00","0.0","0.0","27","33","22","  320","  320","19.9","23.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-02-26","10.51",,"0.00","0.0","0.0","33","50","23","  230","  230","19.9","25.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-02-27","12.08",,"0.32","1.0","0.0","38","43","31","  110","  100","25.1","31.1","    1",,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-02-28","11.41",,"0.29","0.5","2.0","34","38","32","   50","   50","23.9","29.1","    1",,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-03-01","8.72",,"0.02","0.0","0.0","38","43","29","  150","  150","19.9","21.9","    1",,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-03-02","12.30",,"0.00","0.0","0.0","44","55","39","  340","  330","29.1","35.1","    1",,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-03-03","11.41",,"0.11","0.0","0.0","40","45","32","   90","   90","29.1","35.1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-03-04","16.78",,"0.83","0.0","0.0","42","46","39","   90","  110","40.0","49.0","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-03-05","16.11",,"0.00","0.0","0.0","44","56","36","  310","  320","29.1","36.9",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-03-06","14.99",,"0.00","0.0","0.0","46","54","39","  310","  310","23.9","28.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-03-07","20.58",,"0.08","0.3","0.0","42","48","32","  330","  340","36.9","47.0","    1",,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-03-08","20.80",,"0.00","0.0","0.0","37","47","30","  350","  350","33.1","40.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-03-09","17.00",,"0.00","0.0","0.0","41","51","33","  360","  360","31.1","38.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-03-10","7.83",,"0.37","0.0","0.0","39","45","33","   10","   20","15.0","21.0","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-03-11","14.32",,"0.46","0.0","0.0","41","44","35","  360","   60","21.9","27.1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-03-12","9.62",,"0.00","0.0","0.0","39","46","32","  350","  350","18.1","21.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-03-13","12.75",,"1.10","0.0","0.0","41","43","38","   80","   90","21.9","31.1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-03-14","23.04",,"0.08","0.1","0.0","37","39","33","  310","  300","33.1","46.1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-03-15","25.28",,"0.00","0.0","0.0","38","47","34","  320","  330","36.9","48.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-03-16","9.84",,"0.00","0.0","0.0","41","55","32","  310","  310","19.9","27.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-03-17","8.05",,"0.00","0.0","0.0","46","56","39","  210","  220","16.1","18.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-03-18","16.55",,"0.02","0.0","0.0","48","52","41","  330","  330","25.9","32.0","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-03-19","18.79",,"0.00","0.0","0.0","37","41","30","  290","  290","31.1","40.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-03-20","12.53",,"0.00","0.0","0.0","37","44","31","  180","  180","21.9","27.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-03-21","10.74",,"0.00","0.0","0.0","44","58","32","  180","  190","23.0","29.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-03-22","12.53",,"0.00","0.0","0.0","45","55","36","  170","  170","23.9","31.1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-03-23","8.72",,"0.08","0.0","0.0","48","59","43","  230","  230","17.0","21.0","    1","    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-03-24","10.07",,"0.01","0.0","0.0","50","57","41","  310","  320","23.0","27.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-03-25","14.76",,"0.10","0.0","0.0","43","45","39","  100","  100","28.0","40.0","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-03-26","11.86",,"0.00","0.0","0.0","50","62","43","  270","  270","25.1","30.0","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-03-27","11.63",,"0.16","0.0","0.0","49","57","39","  100","  110","21.9","27.1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-03-28","8.95",,"0.02","0.0","0.0","45","52","39","  350","  350","18.1","25.9","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-03-29","12.97",,"0.00","0.0","0.0","44","51","36","  310","  300","32.0","38.9",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-03-30","15.21",,"0.02","0.0","0.0","39","46","31","  330","  330","33.1","40.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-03-31","9.62",,"0.00","0.0","0.0","41","53","29","  170","  160","19.9","23.9",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-04-01","17.67",,"0.22","0.0","0.0","52","61","49","  290","  300","32.0","42.1","    1",,"    1",,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-04-02","19.24",,"0.00","0.0","0.0","49","52","37","  310","  290","38.9","49.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-04-03","13.65",,"0.00","0.0","0.0","44","53","33","  180","  190","35.1","42.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-04-04","8.28",,"0.00","0.0","0.0","52","64","43","  180","  190","25.9","33.1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-04-05","11.41",,"0.00","0.0","0.0","51","54","48","   90","  100","25.1","31.1","    1","    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-04-06","8.28",,"0.02","0.0","0.0","55","74","48","  330","  340","23.0","29.1","    1","    1",,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-04-07","16.78",,"0.00","0.0","0.0","56","58","43","  320","  310","23.9","32.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-04-08","10.74",,"0.00","0.0","0.0","44","51","38","  330","  330","18.1","23.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-04-09","9.84",,"0.00","0.0","0.0","44","51","38","  130","  130","21.9","25.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-04-10","11.63",,"0.00","0.0","0.0","46","58","38","  180","  190","21.0","23.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-04-11","14.32",,"0.00","0.0","0.0","56","73","45","  230","  230","23.9","29.1",,,,,
